Row ID,Legacy SKU,Original Product/Service Name,Original Category,Original Source,Current Status,Current Price,Original Matrix v1.1 Price,Conflict,Original Proposed Class,Original Proposed Disposition,Final Jackie Ruling,Final Commercial Status,Canonical SKU,Canonical Product Name,Internal Name / Note,PF Mapping,Release Model Mapping,Production Mode Mapping,Matrix v1.1 Price,Slot Eligibility,Premium Upcharge,Public Visibility,Quoting Status,Contract Status,Superseded By,Effective Date,Jackie Notes,Migration Action,Downstream Remediation,Ruling Source Sheet,Workbook Source SHA-256
CAT-011,JMP-AI-SERIES,AI Series Bible Creation  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,RETIRE,RETIRED,JMP-AI-SERIES,AI Series Bible Creation  — Coming Soon,,N/A,N/A,N/A,,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,,2026-08-05,"Retire the AI-labeled SKU. Series-bible creation may remain an editorial service, but internal technology should not define the author-facing product.",Retire author-facing SKU; remove from public/quotable/contractable catalog surfaces while preserving history.,"Remove author-facing references from catalog, proposal templates, quote worksheets, contract schedules, and website projection; preserve historical reference only.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-012,JMP-AI-TRANSLATE,AI-Assisted Translation / Localization,Accessibility and Translation,Worksheet,Active,$0.12 / word,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AI-TRANSLATE,AI-Assisted Translation / Localization,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-013,JMP-AUDIO-AI,AI Audiobook Production,Audio,Worksheet; Matrix v1.1,Legacy conflict / superseded candidate,$699,JMP-AUD-SYNTH-STD: $500 through 8 PFH; $50/PFH overage,yes - legacy $699 add-on conflicts with Matrix $500/up to 8 PFH policy,B,SUPERSEDED,MERGE,SUPERSEDED,JMP-AUD-SYNTH-STD,"Synthetic Audiobook Narration, standard through eight finished hours",,PF-04,N/A,Standard catalog production,$500 through eight finished hours; $50/PFH overage,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,JMP-AUD-SYNTH-STD,2026-08-05,Merge into JMP-AUD-SYNTH-STD. Retire the legacy $699 price. Govern synthetic narration under PF-04 at $500 through eight finished hours and $50/PFH thereafter.,Supersede legacy SKU; remap references to JMP-AUD-SYNTH-STD; do not preserve legacy price as active authority.,"Website catalog, contract schedules, proposal templates, quote worksheets, future Business Central item setup, and author-facing package materials if legacy values remain visible.",Pricing Conflict Register,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-014,JMP-AUDIO-DIST,Audiobook Distribution Setup,Audio,Worksheet,Active conflict / amend before migration,$195,,yes - not covered in Matrix; verify double-charge risk with $30 annual distribution fee,C,MIGRATE-AMENDED,AMEND,ACTIVE,JMP-AUDIO-DIST,Audiobook Distribution Coordination,,PF-04,N/A,Standard catalog production,$195 provisional pending Matrix authority,Yes,N/A,CONDITIONAL,QUOTABLE,CONTRACTABLE,,2026-08-05,"Amend and rename as Audiobook Distribution Coordination. Applies only to author-supplied, completed audiobook masters. Included when JMP produces PF-04 and may not be double-charged. Retain $195 provisionally pending formal Matrix pricing.",Amend commercial name/scope to Audiobook Distribution Coordination; seed under governed catalog with Jackie notes preserved.,"Website catalog, contract schedules, proposal templates, quote worksheets, future Business Central item setup, and author-facing package materials if legacy values remain visible.",Pricing Conflict Register,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-015,JMP-AUDIO-PRO,Professional Narrated Audiobook,Audio,Worksheet; Matrix v1.1,Legacy conflict / superseded candidate,"$3,000–$5,000",JMP-AUD-HUMAN-SV: From $400/PFH,yes - legacy flat/range price conflicts with per-finished-hour Matrix model,B,SUPERSEDED,MERGE,SUPERSEDED,JMP-AUD-HUMAN-SV,Human Single-Voice Narration,,PF-04,N/A,Standard catalog production,From $400/PFH,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,JMP-AUD-HUMAN-SV,2026-08-05,"Merge into JMP-AUD-HUMAN-SV. Retire flat $3,000–$5,000 pricing and use the approved human single-voice rate beginning at $400/PFH.",Supersede legacy SKU; remap references to JMP-AUD-HUMAN-SV; do not preserve legacy price as active authority.,"Website catalog, contract schedules, proposal templates, quote worksheets, future Business Central item setup, and author-facing package materials if legacy values remain visible.",Pricing Conflict Register,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-016,JMP-AUDIO-RS,Royalty Share Production Coordination (ACX),Audio,Worksheet,Active,$395,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUDIO-RS,Royalty Share Production Coordination (ACX),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-017,JMP-AUTH-BRAND,Author Branding Package,Author Platform,Worksheet,Active,$495,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-BRAND,Author Branding Package,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-018,JMP-AUTH-COACH,Author Coaching Session,Author Platform,Worksheet,Active,$195,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-COACH,Author Coaching Session,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-019,JMP-AUTH-COMMUNITY,Reader Community Setup,Author Platform,Worksheet,Active,$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-COMMUNITY,Reader Community Setup,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-020,JMP-AUTH-CONSULT,Publishing Strategy Consultation,Author Platform,Worksheet,Active,$195,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-CONSULT,Publishing Strategy Consultation,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-021,JMP-AUTH-DTC,Direct-to-Reader Store Setup,Author Platform,Worksheet,Active,$495,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-DTC,Direct-to-Reader Store Setup,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-022,JMP-AUTH-EMAIL,Email Newsletter Setup,Author Platform,Worksheet,Active,$195,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-EMAIL,Email Newsletter Setup,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-023,JMP-AUTH-FUNNEL,Lead Magnet Funnel Setup,Author Platform,Worksheet,Active,$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-FUNNEL,Lead Magnet Funnel Setup,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-024,JMP-AUTH-LANDING,Author Profile Page (Publisher Credential),Author Platform,Worksheet,Active,Included,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-LANDING,Author Profile Page (Publisher Credential),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-025,JMP-AUTH-MEDIA,Speaking & Media Kit,Author Platform,Worksheet,Active,$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-MEDIA,Speaking & Media Kit,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-026,JMP-AUTH-PATRON,Patron / Reader Membership Setup  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,PROVISIONAL,PROVISIONAL,JMP-AUTH-PATRON,Patron / Reader Membership Setup  — Coming Soon,,N/A,N/A,N/A,,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,,2026-08-05,"Hold pending a complete patron-membership model covering platform, recurring support, payment handling, data ownership, and deliverables.","Hold as non-public, not sellable, not quotable pending separate authority.","Keep out of public website, quotes, contracts, and package calculators pending separate approval.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-027,JMP-AUTH-PHOTO,Author Headshot Prep & Optimization,Author Platform,Worksheet,Active,$95,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-PHOTO,Author Headshot Prep & Optimization,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-028,JMP-AUTH-PORTAL,Author Portal Setup (Power Apps),Author Platform,Worksheet,Active,$995,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-PORTAL,Author Portal Setup (Power Apps),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-029,JMP-AUTH-PROFILE,Enhanced Author Page,Author Platform,Worksheet,Active,$395,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-PROFILE,Enhanced Author Page,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-030,JMP-AUTH-WEB,Author Website / Campaign Hub,Author Platform,Worksheet,Active,"$2,500",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTH-WEB,Author Website / Campaign Hub,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-031,JMP-AUTHCOPY-HC,Author Copies — Hardcover,Book Formats and Author Copies,Worksheet,Active,Cost,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTHCOPY-HC,Author Copies — Hardcover,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-032,JMP-AUTHCOPY-PB,Author Copies — Paperback,Book Formats and Author Copies,Worksheet,Active,Cost,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-AUTHCOPY-PB,Author Copies — Paperback,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-033,JMP-BOOK-AUDIO,Audiobook,Book Formats and Author Copies,Worksheet,Active,—,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-BOOK-AUDIO,Audiobook,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-034,JMP-BOOK-EB,eBook,Book Formats and Author Copies,Worksheet,Active,—,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-BOOK-EB,eBook,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-035,JMP-BOOK-HC,Hardcover,Book Formats and Author Copies,Worksheet,Active,—,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-BOOK-HC,Hardcover,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-036,JMP-BOOK-PB,Paperback,Book Formats and Author Copies,Worksheet,Active,—,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-BOOK-PB,Paperback,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-037,JMP-CAT-ANALYTICS,Sales Analytics Report,Catalog Services,Worksheet,Active,$150,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-CAT-ANALYTICS,Sales Analytics Report,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-038,JMP-CAT-AUDIT,Backlist Metadata Audit,Catalog Services,Worksheet,Active,$249,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-CAT-AUDIT,Backlist Metadata Audit,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-039,JMP-CAT-METADATA,Metadata Optimization,Catalog Services,Worksheet,Active,$199,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-CAT-METADATA,Metadata Optimization,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-040,JMP-CAT-PRICING,Book Pricing Strategy,Catalog Services,Worksheet,Active,$150,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-CAT-PRICING,Book Pricing Strategy,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-041,JMP-CAT-REVISION,Revised Edition Service,Catalog Services,Worksheet,Active,$395,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-CAT-REVISION,Revised Edition Service,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-042,JMP-CHILD-ILLUS,Children's Book Illustration,Children's Publishing,Worksheet,Active,$150–$350 / illustration,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-CHILD-ILLUS,Children's Book Illustration,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-043,JMP-CHILD-LAYOUT,Illustrated Book Layout,Children's Publishing,Worksheet,Active,$595,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-CHILD-LAYOUT,Illustrated Book Layout,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-044,JMP-CHILD-PROD,Illustrated Book Production Setup,Children's Publishing,Worksheet,Active,$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-CHILD-PROD,Illustrated Book Production Setup,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-045,JMP-DES-COVER,Professional Cover Design,Design and Production,Worksheet,Active,$495,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DES-COVER,Professional Cover Design,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
