handoff_id,source_anchor,proof_asset,title,volume,unit_type,location,issue,line_editing_treatment,developmental_dependency,author_decision_required,theological_structural_continuity_defect,status
CAP001-LE-026,DEV-COM-117,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,January 26 — The Exhaustion of Avoidance,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-027,DEV-COM-118,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,January 27 — Healing the Inner Taskmaster,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-028,DEV-COM-119,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,January 28 — The Wisdom Gained Through Survival,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-029,DEV-COM-120,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,January 29 — The Nervous System’s Longing for Safety,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-030,DEV-COM-121,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,January 30 — The Humility Required to Grow,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-031,DEV-COM-122,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,January 31 — Becoming the Person You Needed Earlier,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-032,DEV-COM-123,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 1 — The Quiet Formation of Identity,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-033,DEV-COM-124,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 2 — The Loneliness Hidden Inside Competence,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-034,DEV-COM-125,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 3 — The Fear of Feeling Too Much,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-035,DEV-COM-126,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 4 — The Fear of Silence,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-036,DEV-COM-127,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 5 — Escaping Autopilot Living,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-037,DEV-COM-128,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 6 — The Identity Built Around Carrying Too Much,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-038,DEV-COM-129,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 7 — Returning to the Moment You’re Actually Living,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-039,DEV-COM-130,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 8 — The Exhaustion of Emotional Fragmentation,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-040,DEV-COM-131,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 9 — The Fear of What Clarity Might Require,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-041,DEV-COM-132,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 10 — The Exhaustion of Always Being the Strong One,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-042,DEV-COM-133,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 11 — Healing the Fear of Falling Behind,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-043,DEV-COM-134,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 12 — The Emotional Cost of Constant Stimulation,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-044,DEV-COM-135,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 13 — The Fear of Being Fully Seen,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-045,DEV-COM-136,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 14 — The Courage to Be Tender,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-046,DEV-COM-137,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 15 — Returning to the Room,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-047,DEV-COM-138,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 16 — The Humility of Being Held,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-048,DEV-COM-139,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 17 — Unbracing the Heart,pacing,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-049,DEV-COM-140,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 18 — The Truth Beneath the Armor,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-050,DEV-COM-141,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 19 — The Grace to Come Back,pacing,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-051,DEV-COM-142,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 20 — Rooted Under Pressure,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-052,DEV-COM-145,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 23 — When the Fog Begins to Lift,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-053,DEV-COM-150,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,February 28 — The Sacred Open Hand,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-054,DEV-COM-152,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 1 — When the Inner Dawn Returns,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-055,DEV-COM-153,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 2 — Enough to Begin,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-056,DEV-COM-154,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 3 — Movement Without Abandonment,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-057,DEV-COM-155,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 4 — The Mercy of One Thing,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-058,DEV-COM-156,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 5 — Making Room for Peace,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-059,DEV-COM-157,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 6 — The First Obedient Step,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-060,DEV-COM-158,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 7 — The Body Learns by Return,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-061,DEV-COM-159,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 8 — The Mercy of the Present Moment,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-062,DEV-COM-160,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 9 — Hearing Beneath the Noise,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-063,DEV-COM-161,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 10 — Fresh Strength for a True Assignment,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-064,DEV-COM-162,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 11 — When Control Feels Safer Than Faith,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-065,DEV-COM-163,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 12 — The Quiet Covenant of Repetition,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-066,DEV-COM-164,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 13 — The Larger Story,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-067,DEV-COM-165,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 14 — Tenderness Without Collapse,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-068,DEV-COM-166,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 15 — Loved Before Labor,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-069,DEV-COM-167,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 16 — The Weight That Belongs to You,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-070,DEV-COM-168,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 17 — Soft After the Storm,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-071,DEV-COM-169,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 18 — The Quiet Authority of Discernment,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-072,DEV-COM-170,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 19 — What Has Been Placed in Your Hands,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-073,DEV-COM-171,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 20 — The First Green Thing,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-074,DEV-COM-172,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 21 — The Whole Life Matters,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-075,DEV-COM-173,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 22 — The Altar Beneath the Work,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-076,DEV-COM-174,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 23 — The Spine of the Soul,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-077,DEV-COM-179,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 28 — Making Room for What Is Coming,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-078,DEV-COM-180,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 29 — The Table of Belonging,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-079,DEV-COM-181,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 30 — Closing the Loop with Grace,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
CAP001-LE-080,DEV-COM-182,"The Intentional Leader, Volume I",The Intentional Leader,Volume I,Soul Dive companion,March 31 — Crossing Without Carrying Everything,repetition,"Differentiate rhythm, phrasing, and emphasis while preserving author voice.",None,No,No,Queued for Line Editing; not started
