"Path","Git state","Last modified","Likely initiative","Related PR","Present on main","Required for Human-First package","Contains generated evidence","Contains source/runtime changes","Recommended disposition","Classification"
"azure-functions/diagnostic-ai-runner/src/dataverse/diagnosticRecordReader.js"," M","2026-07-11T00:45:02.568Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/dataverse/metadataWriter.js"," M","2026-07-11T12:00:05.660Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/extraction/pilotContentExtractor.js"," M","2026-07-11T00:45:21.028Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/functions/runStage0Diagnostic.js"," M","2026-07-11T12:00:05.658Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/model/modelCaller.js"," M","2026-07-11T12:00:05.657Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/model/providerRouter.js"," M","2026-07-11T12:00:05.657Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/model/providers/azureOpenAiProvider.js"," M","2026-07-11T12:00:05.657Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/providerAbstraction.test.js"," M","2026-07-11T12:04:22.227Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/validation.test.js"," M","2026-07-11T00:43:29.716Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"data/FORM_INTEGRATION_NOTES.md"," M","2026-06-24T01:12:51.106Z","Application source","TBD during initiative-specific reconciliation","YES","NO","NO","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/ENTERPRISE-COMMAND-CENTER-STATUS-2026-07-08.md"," M","2026-07-11T02:05:12.819Z","Governance / historical evidence","TBD during initiative-specific reconciliation","YES","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/PROGRAM-003-Operational-Commissioning-Report.md"," M","2026-07-11T06:21:25.135Z","Governance / historical evidence","TBD during initiative-specific reconciliation","YES","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/operations/int-pub-005-milestone-6-agreement-onboarding-readiness.md"," M","2026-07-08T03:47:35.956Z","Governance / historical evidence","TBD during initiative-specific reconciliation","YES","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/operations/int-pub-005-stage0-diagnostic-ai-activation-decision-record.md"," D","","Governance / historical evidence","TBD during initiative-specific reconciliation","YES","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/operations/int-pub-005-stage0-diagnostic-knowledge-md-content-review.md"," M","2026-07-08T03:47:35.955Z","Governance / historical evidence","TBD during initiative-specific reconciliation","YES","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/testing/int-pub-005-join-intake-validation.md"," M","2026-06-24T01:11:43.291Z","Governance / historical evidence","TBD during initiative-specific reconciliation","YES","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/testing/publishing-form-payloads.md"," M","2026-06-23T20:40:31.038Z","Governance / historical evidence","TBD during initiative-specific reconciliation","YES","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"lib/publishing/intake/deadLetter.ts"," M","2026-06-24T01:08:40.184Z","Application source","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"lib/server/author-access.ts"," M","2026-07-08T15:32:44.177Z","Application source","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"package-lock.json"," D","","Package manager / runtime configuration","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"package.json"," M","2026-07-23T01:37:29.991Z","Package manager / runtime configuration","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"public/apple-touch-icon.png"," D","","Public web assets","TBD during initiative-specific reconciliation","YES","NO","NO","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"public/favicon.ico"," D","","Public web assets","TBD during initiative-specific reconciliation","YES","NO","NO","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"public/favicon.svg"," D","","Public web assets","TBD during initiative-specific reconciliation","YES","NO","NO","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"public/logo.jpg"," D","","Public web assets","TBD during initiative-specific reconciliation","YES","NO","NO","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"public/og-image.png"," D","","Public web assets","TBD during initiative-specific reconciliation","YES","NO","NO","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
".codex-tmp/","??","2026-07-29T16:10:04.111Z","Local/generated temporary or support files","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve in safety package; review before removal","GENERATED_TEMPORARY"
"00_SYSTEM/","??","2026-07-15T06:10:40.966Z","Local/generated temporary or support files","TBD during initiative-specific reconciliation","YES","NO","YES","NO","Preserve outside repository unless explicitly promoted","LOCAL_ONLY"
"app/api/author/artifacts/","??","2026-07-13T05:01:27.424Z","Author Operating Center / author access","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"app/api/author/context/","??","2026-07-08T15:32:24.778Z","Author Operating Center / author access","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"app/api/author/logout/","??","2026-07-08T15:32:24.778Z","Author Operating Center / author access","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"app/api/author/marketing-profile/","??","2026-07-14T19:37:43.884Z","Author Operating Center / author access","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"app/api/publisher/","??","2026-07-18T01:56:09.796Z","Publisher Operating Center","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"app/author/_components/AuthorPortalWorkspace.tsx","??","2026-07-14T19:43:58.938Z","Author Operating Center / author access","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"app/author/_components/AuthorTaskGate.tsx","??","2026-07-08T15:32:24.779Z","Author Operating Center / author access","TBD during initiative-specific reconciliation","NO","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"app/publisher/","??","2026-07-18T01:56:09.796Z","Publisher Operating Center","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/architecture/","??","2026-07-23T02:23:30.820Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/controlled/","??","2026-07-10T11:37:40.117Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/dataverse/promptTemplateReader.js","??","2026-07-10T14:01:18.077Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/fixtures/","??","2026-07-10T11:35:05.599Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/model/governedRouteRegistry.js","??","2026-07-11T12:00:05.656Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/model/providerSupport.js","??","2026-07-11T13:37:56.103Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/model/providers/microsoftFoundryClaudeProvider.js","??","2026-07-11T12:00:05.656Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/observability/","??","2026-07-10T14:01:18.076Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/src/production/productionPipelineV2Doctrine.js","??","2026-07-23T02:41:12.426Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/architectureRegistry.test.js","??","2026-07-23T02:57:22.987Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/controlledExecutionAuthorization.test.js","??","2026-07-10T11:40:06.850Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/controlledFixtureRegistry.test.js","??","2026-07-10T11:40:06.850Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/controlledProviderPosture.test.js","??","2026-07-11T12:04:22.226Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/dependencyTelemetry.test.js","??","2026-07-10T20:22:19.546Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/fetchRetry.test.js","??","2026-07-11T12:09:25.320Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/governedRouteRegistry.test.js","??","2026-07-11T12:00:05.661Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/microsoftFoundryClaudeProvider.test.js","??","2026-07-11T13:36:48.374Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/productionPipelineV2Doctrine.test.js","??","2026-07-23T02:39:15.144Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/promptTemplateReader.test.js","??","2026-07-10T14:01:18.080Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"azure-functions/diagnostic-ai-runner/test/providerSupport.test.js","??","2026-07-11T13:36:34.283Z","Diagnostic AI Runner / production pipeline","TBD during initiative-specific reconciliation","YES","NO","NO","YES","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/acx-narrator-shortlist-samples/","??","2026-06-26T19:36:31.959Z","Mixed repository work","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/acx-narrator-shortlist.md","??","2026-06-26T19:37:11.317Z","Mixed repository work","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/architecture/","??","2026-07-23T02:24:34.715Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/baselines/","??","2026-06-29T07:39:17.667Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/dataverse/publishing-author-onboarding-choice-mapping.md","??","2026-07-25T19:56:55.328Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/doctrine/EIF-002-Enterprise-Delivery-Methodology.md","??","2026-07-08T03:18:39.515Z","Mixed repository work","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/doctrine/JM1-HUMAN-FIRST-SERVICE-DELIVERY-STANDARD-v1.0.md","??","2026-08-02T20:06:30.730Z","Human-First Enterprise Realignment","Human-First PR (this package)","NO","YES","YES","NO","Transfer to clean Human-First branch and commit","HUMAN_FIRST_REALIGNMENT"
"docs/doctrine/PROGRAM-003-Editorial-Doctrine.md","??","2026-07-09T19:53:34.664Z","Mixed repository work","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/ALM-001-Portable-Solution-Packaging.md","??","2026-06-29T07:42:02.225Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Capability-Gap-Remediation-Report.md","??","2026-07-13T16:44:49.333Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Comment-Disposition-And-Exception-Review-Model.md","??","2026-07-13T16:44:49.332Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Completion-Report-2026-07-13.md","??","2026-07-13T16:49:17.182Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Core-SharePoint-Logging-Requirements.md","??","2026-07-13T16:44:49.332Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Decision-Activation-Report-2026-07-13.md","??","2026-07-13T16:56:01.847Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Developmental-Editing-Capability-Certification-Candidate.md","??","2026-07-13T16:41:38.862Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Developmental-Editing-State-QA-and-Gates.md","??","2026-07-13T16:41:38.862Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Failure-Recovery-Model.md","??","2026-07-13T16:44:49.332Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Hardening-Backlog.md","??","2026-07-13T16:49:17.181Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Hardening-Proof-Status.md","??","2026-07-13T16:49:17.181Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Level-2-Operating-Boundaries.md","??","2026-07-13T16:49:17.180Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Next-Cycle-Report.md","??","2026-07-14T17:37:03.479Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Parallel-Capability-Movement-Report.md","??","2026-07-14T17:37:03.482Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-001-Reusability-Control-Matrix.md","??","2026-07-13T16:41:38.862Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-002-Line-Editing-Readiness.md","??","2026-07-14T11:58:32.841Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-007-Non-Posting-Financial-Capability-Build-2026-07-14.md","??","2026-07-14T17:37:03.480Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-007-Opening-Balance-Bank-Reconciliation-2026-07-14.md","??","2026-07-14T04:14:24.040Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-007-Opening-Balance-Evidence-Completion-Report-2026-07-14.md","??","2026-07-14T04:14:24.041Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-007-Opening-Entry-Creation-Provenance-2026-07-14.md","??","2026-07-14T04:14:24.041Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-007-Opening-Entry-Provenance-2026-07-14.md","??","2026-07-14T03:33:13.910Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-007-Retained-Earnings-Equity-Rationale-2026-07-14.md","??","2026-07-14T04:14:24.041Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-007-Royalty-Controlled-Proof-2026-07-14.md","??","2026-07-14T19:52:43.052Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-008-Author-Identity-Browser-Proof-Checklist.md","??","2026-07-14T23:23:24.929Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-008-Redirect-URI-Remediation-2026-07-13.md","??","2026-07-14T17:34:48.008Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
"docs/implementation/CAP-011-Author-Marketing-and-Launch-Operations-2026-07-14.md","??","2026-07-14T17:36:06.977Z","Governance / historical evidence","TBD during initiative-specific reconciliation","NO","NO","YES","NO","Preserve; move to dedicated initiative branch/worktree before further execution","OTHER_ACTIVE_WORK"
