canonicalWorkId,generatedStableWorkId,canonicalWorkKey,canonicalAuthorId,title,normalizedTitle,authorDisplayName,publisherOriginState,authorityChangeFinding,currentCatalogState,lifecycleDetail,marketingAuthorityState,retirementState,rightsHoldState,releaseDate,sourceProductRows,existingTitleMatched,existingTitleMatchScore,existingIdentifierOverlap
614797d0-c27a-f111-ab0f-7c1e525b15c2,be088f2f-5ae6-5ef4-a9d6-5b50cf4e4066,carolyn pierce|abortion,4a56c9ff-4389-f111-ab10-6045bdd69678,Abortion!,abortion,Carolyn Pierce,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2021-07-01,2,true,216,2
79064bcd-c27a-f111-ab0f-00224820105b,d6313678-3ecf-58bc-a90c-8492310b4c35,alice pryor|according to mark,d60fe371-fa9d-f111-b8db-7c1e5248501c,According to Mark,according to mark,Alice Pryor,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2022-09-16,3,true,302,3
7a064bcd-c27a-f111-ab0f-00224820105b,0132f882-64b1-5c97-a2ec-81578270d0e6,dennis brown|aligned,cb85e9fa-85a9-5d5b-a91e-d627a9f5ce16,Aligned!,aligned,Dennis Brown,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2022-02-01,2,true,246,2
7b064bcd-c27a-f111-ab0f-00224820105b,73f056da-f941-5f2f-a648-58b1b1efc78f,jaylonna stevette|almost happy,38c02501-ffe7-5f8d-aec6-ef439d31cbcb,Almost Happy,almost happy,Jaylonna Stevette,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2023-05-15,3,true,346,3
4009d7cb-c27a-f111-ab0f-6045bdd69678,60754189-9725-5882-a755-33f93ecfb108,ericka thornton|are you sure that you are ready,05adc867-fa9d-f111-b8dc-7c1e525b15c2,Are You Sure That You Are Ready?,are you sure that you are ready,Ericka Thornton,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-02-01,2,true,256,2
9b4b00d4-c27a-f111-ab0f-00224820105b,ac1c5b69-d095-58bf-a1c5-c50f8457cab5,carolyn pierce|because the lord is my shepherd,4a56c9ff-4389-f111-ab10-6045bdd69678,Because the Lord is My Shepherd,because the lord is my shepherd,Carolyn Pierce,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-08-01,2,true,216,2
998797ca-c27a-f111-ab0f-7c1e525b15c2,af651283-5507-526d-adf4-61ed25041e33,deborah eiland|bee careful,0f22af65-fa9d-f111-b8db-7c1e5248501c,BEE Careful,bee careful,Deborah Eiland,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2023-07-01,6,true,656,6
928904ca-c27a-f111-ab0f-6045bdd69738,fb394954-fb65-503b-a8fe-dbd5acda49ee,terry stephens|biblical prescriptions for life s troubles,95ae096e-fa9d-f111-b8dc-000d3a14673b,Biblical Prescriptions for Life's Troubles,biblical prescriptions for life s troubles,Terry Stephens,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2023-07-01,2,true,256,2
901a04cd-c27a-f111-ab0f-000d3a14673b,070f1a91-81ad-5bc9-a424-9344d938c202,nathaniel short|bodacious,e121af65-fa9d-f111-b8db-7c1e5248501c,Bodacious,bodacious,Nathaniel Short,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2021-07-01,2,true,256,2
938904ca-c27a-f111-ab0f-6045bdd69738,7a97ccec-f68f-58e8-ad3d-85ad1ff32917,christina banner|come out of hiding,f88ba081-c1e6-5032-acf1-a2c54764dcc8,Come Out of Hiding,come out of hiding,Christina Banner,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-02-02,2,true,202,2
7967a4c3-c37a-f111-ab0f-6045bdd69678,c4d3ba08-4f0c-5cf3-a21f-e563f1619a8d,dennis brown|connected,cb85e9fa-85a9-5d5b-a91e-d627a9f5ce16,Connected!,connected,Dennis Brown,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2021-10-01,2,true,202,2
9a8797ca-c27a-f111-ab0f-7c1e525b15c2,f9dc1c4e-b7ae-570e-ac8b-6d0b82727702,gloria patterson|conquer your fears and win,840a1c61-fa9d-f111-b8dc-000d3a14673b,Conquer Your Fears and Win,conquer your fears and win,Gloria Patterson,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-07-25,3,true,356,3
33106fd3-c27a-f111-ab0f-6045bdd69435,33ad6a19-36a4-564e-a658-c0d694dca394,lisa taylor|damaged,7d7ed521-5d51-5f18-a05c-32f8eef6e37d,Damaged,damaged,Lisa Taylor,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2026-05-27,2,true,246,2
c70f6fd3-c27a-f111-ab0f-6045bdd69435,3637a181-2ba1-5db3-ae2a-9201b4431d1d,agape international cathedral|delicious ideas,b3146974-c6b8-5d6e-a564-62d4a598e73a,Delicious Ideas!,delicious ideas,Agape International Cathedral,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2025-02-01,3,true,346,3
2c966ac0-c37a-f111-ab0f-00224820105b,fa394d03-d16d-5b3b-a543-9b2b7cf847b0,usaf|department of the air force mission driven leadership,2e8af707-519f-530a-a68a-5424065281c1,Department of the Air Force Mission Driven Leadership,department of the air force mission driven leadership,USAF,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2026-04-15,2,true,202,2
9c4b00d4-c27a-f111-ab0f-00224820105b,0916c816-8a5e-5f2c-a018-422037a432fa,sean smith sr|destined to break the curse,10adc867-fa9d-f111-b8dc-7c1e525b15c2,Destined to Break the Curse,destined to break the curse,"Sean Smith, Sr.",PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-06-15,2,true,256,2
7b67a4c3-c37a-f111-ab0f-6045bdd69678,3eba7ea4-b62a-5f44-a7c2-80909ae9abf7,sean smith sr|destined to break the curse devotional,10adc867-fa9d-f111-b8dc-7c1e525b15c2,Destined to Break the Curse Devotional,destined to break the curse devotional,"Sean Smith, Sr.",PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2019-11-01,2,true,202,2
80064bcd-c27a-f111-ab0f-00224820105b,49e770f9-37f8-5403-abdb-f2300189f534,terry stephens|discipline and direction,95ae096e-fa9d-f111-b8dc-000d3a14673b,Discipline and Direction,discipline and direction,Terry Stephens,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2023-12-01,2,true,256,2
cc4b00d4-c27a-f111-ab0f-00224820105b,eb9fcbaf-13e8-5e22-a789-5002c7d48055,regina scales|divinely inspired,49b7ff73-fa9d-f111-b8dc-000d3a14673b,Divinely Inspired,divinely inspired,Regina Scales,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2024-09-01,3,true,356,3
9242c1c2-c37a-f111-ab0f-000d3a14673b,9b5ddf97-6f81-5ad5-a97a-b87640b34f85,jackie smith jr|establishing glory,a7801f4d-1d76-f111-ab0f-6045bdd69435,Establishing Glory,establishing glory,"Jackie Smith, Jr.",PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2021-02-14,9,true,912,9
9342c1c2-c37a-f111-ab0f-000d3a14673b,3fbae54b-0ee6-5159-a045-b416395f0625,jackie smith jr|establishing glory 2,a7801f4d-1d76-f111-ab0f-6045bdd69435,Establishing Glory 2,establishing glory 2,"Jackie Smith, Jr.",PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2019-04-15,3,true,312,3
7e67a4c3-c37a-f111-ab0f-6045bdd69678,2d6af034-f0a9-5ced-a260-07a4a3b38d3c,jackie smith jr|establishing glory 3,a7801f4d-1d76-f111-ab0f-6045bdd69435,Establishing Glory 3,establishing glory 3,"Jackie Smith, Jr.",PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2019-11-11,3,true,312,3
b1b61ac7-c37a-f111-ab0f-00224820105b,e8b666d2-9de9-5499-aaa5-ac30831ae0c2,jackie smith jr|establishing glory the praise and worship handbook,a7801f4d-1d76-f111-ab0f-6045bdd69435,Establishing Glory: The Praise and Worship Handbook,establishing glory the praise and worship handbook,"Jackie Smith, Jr.",PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2018-05-04,2,true,212,2
9d8797ca-c27a-f111-ab0f-7c1e525b15c2,5297cf81-1cf6-5b9a-a7c9-3e430f5eee3e,jackie smith jr|establishing glory the praise and worship handbook 2nd edition,a7801f4d-1d76-f111-ab0f-6045bdd69435,Establishing Glory: The Praise and Worship Handbook (2nd Edition),establishing glory the praise and worship handbook 2nd edition,"Jackie Smith, Jr.",PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2019-04-01,1,true,146,1
dbb71ac7-c37a-f111-ab0f-00224820105b,27280cab-35eb-522c-a3fe-4d17144921c5,jackie smith jr|establishing glory the relationship handbook,a7801f4d-1d76-f111-ab0f-6045bdd69435,Establishing Glory: The Relationship Handbook,establishing glory the relationship handbook,"Jackie Smith, Jr.",PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2018-11-22,1,true,112,1
161405c7-c37a-f111-ab0f-7c1e525b15c2,0b789d02-cc9c-5557-abaf-dbc58c42c4f3,shana byrd|focus trust and follow,49ffe45a-fa9d-f111-b8dc-000d3a14673b,"Focus, Trust, & Follow",focus trust and follow,Shana Byrd,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-09-01,2,true,202,2
958904ca-c27a-f111-ab0f-6045bdd69738,667f99db-688d-59c9-aa7f-b1d5927bcec9,kelli milligan stammen|for what it s worth,c82ada67-fa9d-f111-b8dc-000d3a14673b,For What It's Worth,for what it s worth,Kelli Milligan Stammen,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2021-03-01,2,true,256,2
24e01ad3-c27a-f111-ab0f-6045bdd69678,2647f1cf-b1d5-5a0f-a8b4-1624b75311f0,karen hill|from stylist to ceo,6fead373-fa9d-f111-b8dc-7c1e525b15c2,From Stylist to CEO,from stylist to ceo,Karen Hill,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,,3,true,352,3
6109d7cb-c27a-f111-ab0f-6045bdd69678,2d49e6bc-7b15-543b-ac70-aea54c5b0b05,jaylonna stevette|getting back 2 happy,38c02501-ffe7-5f8d-aec6-ef439d31cbcb,Getting Back 2 Happy,getting back 2 happy,Jaylonna Stevette,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-08-15,2,true,246,2
9542c1c2-c37a-f111-ab0f-000d3a14673b,0a93164a-db16-56e0-ab01-a605f4b3513e,jaylonna stevette|getting back 2 happy the chronicles of tabby unabridged,38c02501-ffe7-5f8d-aec6-ef439d31cbcb,Getting Back 2 Happy: The Chronicles of Tabby (Unabridged),getting back 2 happy the chronicles of tabby unabridged,Jaylonna Stevette,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2021-01-13,1,true,102,1
d0b91ac7-c37a-f111-ab0f-00224820105b,2bc99992-d2a6-5b14-a93b-33895c2bd388,kimberly reeder|girl did you know,0efbcddf-d37c-55c2-ab6a-9ea653bfa7b9,"Girl, Did You Know... ?",girl did you know,Kimberly Reeder,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2026-06-23,2,true,212,2
25e01ad3-c27a-f111-ab0f-6045bdd69678,6eeb4efc-35f0-5885-a47d-676a004e97cf,carolyn pierce|girl you re not crazy you re dealing with a narcissist,4a56c9ff-4389-f111-ab10-6045bdd69678,"Girl, You're Not Crazy. You're Dealing with a Narcissist",girl you re not crazy you re dealing with a narcissist,Carolyn Pierce,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-06-01,2,true,216,2
7f67a4c3-c37a-f111-ab0f-6045bdd69678,c5b94d61-9381-5adb-a538-25960a43ad00,terry stephens|god s business plan,95ae096e-fa9d-f111-b8dc-000d3a14673b,God’s Business Plan,god s business plan,Terry Stephens,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2023-06-01,3,true,302,3
1c3274cd-c27a-f111-ab0f-6045bdd69435,835cf66f-2f1e-5bc6-a859-3ae22087b7ac,tekisha wimbush|god s nudge,92817142-abc3-5959-a7fb-cb46f7047a45,God's Nudge,god s nudge,Tekisha Wimbush,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2022-05-07,2,true,246,2
6209d7cb-c27a-f111-ab0f-6045bdd69678,f3449872-7dfa-5db5-a1c6-dbb08c96cab3,thomas johnson|god s word for this world,e68aa56a-882a-f111-88b4-6045bdd69678,God's Word for This World,god s word for this world,Thomas Johnson,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2022-12-01,2,true,202,2
9d42c1c2-c37a-f111-ab0f-000d3a14673b,74875fd1-0d35-5e87-ac00-91abd7d42fb9,toni kleckley|grandmothers educating minds,a80a1c61-fa9d-f111-b8dc-000d3a14673b,Grandmothers Educating Minds,grandmothers educating minds,Toni Kleckley,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2022-05-08,2,true,202,2
624797d0-c27a-f111-ab0f-7c1e525b15c2,602dc492-6a4e-5a28-ade0-9b4a2be81079,jaylonna stevette|have you considered my servant,38c02501-ffe7-5f8d-aec6-ef439d31cbcb,Have You Considered My Servant?,have you considered my servant,Jaylonna Stevette,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2024-08-15,2,true,246,2
d6b91ac7-c37a-f111-ab0f-00224820105b,805744bc-1879-5810-ae9d-6c7725536201,cheryl travis|help god i am the collection,7f7bf5a6-4a89-5691-a8ee-c578c18b8a7b,"Help God, I Am - the Collection",help god i am the collection,Cheryl Travis,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2022-09-01,2,true,212,2
293274cd-c27a-f111-ab0f-6045bdd69435,5b2b9934-71f1-5cf5-ae42-189992b58327,cheryl travis|help god i am afraid,7f7bf5a6-4a89-5691-a8ee-c578c18b8a7b,"Help God, I Am Afraid",help god i am afraid,Cheryl Travis,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2019-12-01,2,true,246,2
6309d7cb-c27a-f111-ab0f-6045bdd69678,662a90c6-696b-5f83-a9d4-3ef6979c3d02,cheryl travis|help god i am angry,7f7bf5a6-4a89-5691-a8ee-c578c18b8a7b,"Help God, I Am Angry",help god i am angry,Cheryl Travis,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-02-23,2,true,246,2
99064bcd-c27a-f111-ab0f-00224820105b,dc65e659-de71-5d20-ac4c-746b2bc63c62,cheryl travis|help god i am confused,7f7bf5a6-4a89-5691-a8ee-c578c18b8a7b,"Help God, I Am Confused",help god i am confused,Cheryl Travis,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2021-05-01,2,true,246,2
343274cd-c27a-f111-ab0f-6045bdd69435,1eb446ab-4903-560b-ab2e-ddcd58efda02,cheryl travis|help god i am hurt,7f7bf5a6-4a89-5691-a8ee-c578c18b8a7b,"Help God, I Am Hurt",help god i am hurt,Cheryl Travis,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2020-05-01,2,true,246,2
6409d7cb-c27a-f111-ab0f-6045bdd69678,10f5c5e7-65c0-5160-a7af-6dc564dcd2a6,cheryl travis|help god i am lonely,7f7bf5a6-4a89-5691-a8ee-c578c18b8a7b,"Help God, I Am Lonely",help god i am lonely,Cheryl Travis,PUBLISHER_ORIGIN_CONFIRMED,NO_AUTHORITY_CHANGE_FOUND,ACTIVE,PUBLISHED_CATALOG,MARKETING_ELIGIBLE,NOT_RETIRED,NO_RIGHTS_HOLD_FOUND,2021-07-01,2,true,246,2
